original_id,pdf_page_start,pdf_page_end,decision,review_reason,study_card,prior_review_decision,related_objectives,technical_sources
C136,174,175,retained,Scenario retained. Distributes workload across server pool. This can improve capacity and availability. Health checks help avoid failed servers. A load balancer does not automatically add servers; scaling must be configured separately.,C136,merge,2.3,https://aws.amazon.com/what-is/load-balancing/
C137,175,175,retained,"Adapted and corrected. Measure CPU, memory, storage and temperature behavior and compare it with the workload. Evidence should guide an upgrade or repair.",C137,rewrite,"3.5, 5.1",https://www.intel.com/content/www/us/en/gaming/resources/what-is-bottlenecking-my-pc.html; https://www.intel.com/content/www/us/en/products/docs/processors/cpu-vs-gpu.html
C138,175,175,retained,Adapted and corrected. The intended mask is 255.255.255.0. A /32 mask has valid uses elsewhere but does not match this /24 configuration.,C138,rewrite,"2.6, 5.5",https://learn.microsoft.com/en-us/troubleshoot/windows-client/networking/tcpip-addressing-and-subnetting
C139,175,176,removed,High traffic does not justify OS update as unique next step; identify app/background traffic first.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C140,176,176,retained,"Scenario retained. Supported serial console offers local device management independent of IP reachability. Match the cable pinout, electrical standard and terminal settings. An RJ45-shaped console port is not necessarily an Ethernet data port. USB means Universal Serial Bus.",C140,keep,"3.2, 2.8",https://www.cisco.com/c/en/us/support/docs/routers/7000-series-routers/12223-14.html
C150,180,181,retained,"Scenario retained. Supported serial console offers local device management independent of IP reachability. Match the cable pinout, electrical standard and terminal settings. An RJ45-shaped console port is not necessarily an Ethernet data port. USB means Universal Serial Bus.",C150,keep,"3.2, 2.8",https://www.cisco.com/c/en/us/support/docs/routers/7000-series-routers/12223-14.html
C141,176,177,retained,"Adapted and corrected. SAS identifies the interface, not whether the drive is mechanical. Use the controller's supported drives and layout.",C141,rewrite,3.4,https://www.seagate.com/support/kb/sas-solid-state-drive-installation-instructions-005705en/
C142,177,177,retained,Adapted and corrected. The DHCP service supplies leases. Routing hardware alone does not inherently assign client addresses.,C142,rewrite,"2.3, 2.4",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top
C190,198,199,exact duplicate,Exact duplicate (ignoring punctuation/formatting) of C142.,C142,rewrite,"2.3, 2.4",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-top
C143,177,178,retained,"Adapted and corrected. Radio-frequency interference can disrupt Wi-Fi even when signal strength appears good. Check interference sources, channel use and the available frequency bands.",C143,merge,"2.2, 5.5",https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
C144,178,178,retained,Scenario retained. Stop use and safely disconnect power; do not open energized equipment or PSU. Standby power may remain while plugged in. A loose screw can short a circuit. Never open a PSU enclosure or touch damaged capacitors; hazardous stored energy can remain. Replace or service the appropriate assembly through qualified procedures.,C144,keep,"3.6, 5.1",https://www.dell.com/support/manuals/en-in/latitude-5420-laptop/5420_sp14_sm/safety-precautions?guid=guid-30eeebf7-b61e-422e-bf3e-75335ec500e3&lang=en-us
C145,178,178,retained,Adapted and corrected. Isolation and centralized delivery can simplify administration. Savings and performance depend on the actual deployment.,C145,rewrite,4.1,https://learn.microsoft.com/en-us/azure/virtual-desktop/overview; https://learn.microsoft.com/en-us/windows/application-management/app-v/appv-for-windows
C146,178,179,retained,Adapted and corrected. A spam gateway applies email policy and detection. It does not classify every kind of network traffic.,C146,keep,2.3,https://learn.microsoft.com/en-us/defender-office-365/anti-spam-protection-about
C147,179,179,retained,"Scenario retained. Limit shared folders, clipboard, device access and network connectivity for risky testing. A VM escape is a breach from guest to host. Do not assume running malware in any VM makes it harmless.",C147,merge,4.1,https://learn.microsoft.com/en-us/windows/security/application-security/application-isolation/windows-sandbox/windows-sandbox-configure-using-wsb-file
C148,179,179,retained,Adapted and corrected. Replace the specifically identified bad member and rebuild as directed. Do not pull an arbitrary drive simply to stop noise.,C148,rewrite,5.2,https://downloads.dell.com/topicspdf/poweredge-rc-h740p_Users-Guide_en-us.pdf
C149,179,180,retained,Adapted and corrected. The diagnostic evidence identifies the fuser; generic noise and ghosting alone are not conclusive.,C149,rewrite,5.6,https://support.hp.com/ca-en/document/ish_6747730-6747774-16
C151,181,181,retained,Adapted and corrected. A punchdown tool terminates the new jack's contacts. It cannot repair a physically broken jack without replacing the damaged part.,C151,merge,"2.8, 3.2",https://data.kleintools.com/sites/kleintools/files/tool-catalog/82820_TelecomCatalog.pdf
C152,181,181,retained,Scenario retained. Inspect for scraps/blocked sensor flags using safe model-specific procedure. Pull paper in the instructed direction to avoid damage. A manual-feed prompt may instead mean the job requests another tray or size. Do not bypass a sensor to make the warning disappear.,C152,keep,5.6,https://help.brother-usa.com/app/answers/detail/a_id/182556/~/jam-error-messages
C153,181,182,retained,Adapted and corrected. F connectors commonly serve cable-provider coaxial connections. Other internet technologies use different connectors.,C153,merge,"2.7, 3.2",https://www.netgear.com/hub/technology/connecting-cable-modem-and-router/; https://www.flukenetworks.com/blog/cabling-chronicles/wire-map-testing-it-s-not-all-about-color
C154,182,182,retained,Adapted and corrected. A redundant arrangement lets the remaining module carry the load. It does not guarantee continuous availability against every failure.,C154,merge,3.6,https://www.dell.com/support/kbdoc/en-in/000141313/poweredge-psu-how-to-remove-or-replace-a-power-supply-unit
C155,182,183,retained,"Adapted and corrected. The module is unsupported for the stated electrical requirement. Match generation, voltage, capacity and population rules.",C155,keep,3.3,https://www.kingston.com/en/memory
C156,183,183,retained,Scenario retained. Redundancy/failover aim to keep service available. Redundant instances and failover support availability; scaling supports changing load. The two can work together. Neither word alone guarantees zero downtime or an unlimited budget.,C156,merge,4.2,https://learn.microsoft.com/en-us/azure/reliability/concept-business-continuity-high-availability-disaster-recovery
C157,183,184,retained,Adapted and corrected. Reconnect the external camera securely before reinstalling software. Also check power and privacy controls as needed.,C157,merge,"1.1, 5.4",https://support.microsoft.com/en-us/windows/hardware/camera/camera-doesn-t-work-in-windows
C158,184,184,retained,"Scenario retained. Phone hotspot can share active cellular service where permitted. A hotspot commonly shares cellular service over Wi-Fi; tethering is the broader sharing idea. A compatible cellular modem is another option. Carrier plans, coverage and data allowances still apply.",C158,merge,1.3,https://support.apple.com/en-us/111785
C159,184,185,removed,No app specification or measured bottleneck establishes GPU as best upgrade.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C160,185,185,retained,Adapted and corrected. Confirm the projector's selected input and the laptop's enabled external display output. The visible error already shows the projector has power.,C160,rewrite,"3.1, 5.3",https://www.dell.com/support/kbdoc/en-tw/000132110/how-to-troubleshoot-a-dell-desktop-monitor?lang=en
C161,185,186,removed,Heavy use and running diagnostics do not establish corrupt spooler job.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C162,186,187,removed,Vague scenarios do not establish exact two answers; keep clear VDI concept elsewhere.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C163,187,187,retained,"Adapted and corrected. The indicators suggest liquid exposure. Their colors vary by model, and they do not identify every damaged part.",C163,rewrite,5.4,https://support.apple.com/en-us/102643
C164,187,187,retained,"Scenario retained. Configure valid network address settings and authorized reachability. A reservation repeatedly offers that client the same address. A manual static address is another approach, but it must avoid addresses that DHCP may lease to someone else. MAC means Media Access Control.",C164,merge,"2.4, 3.7",https://learn.microsoft.com/en-us/windows-server/networking/technologies/dhcp/dhcp-scopes
C165,187,188,retained,Adapted and corrected. LPD uses TCP 515 and IPP TCP 631. Open only the services the deployment actually needs.,C165,rewrite,"2.1, 3.7",https://www.pwg.org/ipp/ippguide.html; https://learn.microsoft.com/en-us/troubleshoot/windows-server/printing/standard-port-monitor-for-tcpip
C166,188,188,retained,"Adapted and corrected. LC is a small fiber-optic connector. RJ45 is commonly used for twisted-pair Ethernet, BNC for coaxial cable and DB9 for serial connections.",C166,merge,3.2,https://www.thefoa.org/tech/ref/testing/test/conntypes.html
C167,188,188,removed,3D TPU flow tuning outside current printer outline and model/process-dependent.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C168,188,189,retained,Adapted and corrected. Use compatible DDR5 modules. A newer generation cannot be installed in an incompatible slot merely to increase speed.,C168,rewrite,3.3,https://www.kingston.com/en/memory
C169,189,189,retained,Adapted and corrected. Populate the intended channels with compatible modules according to the manual. Eight slots do not necessarily mean eight channels.,C169,merge,3.3,https://www.kingston.com/en/memory/memory-population-rules
C170,189,190,removed,A PC cannot boot normally with all RAM removed; this observation does not diagnose PSU.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C171,190,190,retained,"Scenario retained. Default gateway forwards traffic to destinations outside local subnet. With /24, the first three octets identify this subnet: 192.168.10.0. Use the actual router address on that subnet after verifying it. A default gateway forwards traffic to other networks; a DNS server does not do that job.",C171,keep,"2.6, 5.5",https://learn.microsoft.com/en-us/troubleshoot/windows-client/networking/tcpip-addressing-and-subnetting
C172,190,191,retained,Adapted and corrected. The explicit peripheral-management policy controls access. Location alone would not prove that MDM caused a failure.,C172,rewrite,1.3,https://learn.microsoft.com/en-us/intune/fundamentals/what-is-intune
C173,191,191,removed,"Malware, apps, radio conditions and charging faults remain possible; no unique next action.",,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
C174,191,192,removed,No thermal measurements establish overheating despite available capacity.,,remove,,https://assets.ctfassets.net/82ripq7fjls2/1oSdlyujpaX3GrM0rir6Ge/91afb2be72785281e8fb4c0d9a70c6f4/CompTIA-A-220-1201-Exam-Objectives-3.0.pdf
