card_id,topic,question,options,correct_letters,answer,explanation,related_objectives,source_question_ids,sources
C080,Wireless,Which of the following wireless networking protocols will support both 2.4GHz and 5GHz devices?,"A. 802.11ac
B. 802.11 ax
C. 802.11b
D. 802.11g",B,B. 802.11 ax,"802.11ax supports 2.4/5 GHz; Wi-Fi 6E extends to 6 GHz where allowed. Wi-Fi 6 commonly operates in 2.4 and 5 GHz. A 6E connection needs a compatible AP, client and regional support. A Wi-Fi 6-only client cannot gain 6 GHz support through a new SSID name.",2.2,C080,https://www.cisco.com/c/en/us/support/docs/wireless/catalyst-9166-series-access-points/220526-configure-and-verify-wi-fi-6e-band-opera.html; https://www.cisco.com/c/en/us/td/docs/wireless/controller/9800/technical-reference/wireless-rf-reference-guide.html
C081,Computer hardware,Which RAID level stripes data across mirrored pairs to combine those two techniques?,"A. RAID 0
B. RAID 1
C. RAID 5
D. RAID 10",D,D. RAID 10,RAID 10 combines mirroring and striping. No RAID level guarantees universally maximum performance for every workload.,3.4,C081,https://www.intel.com/content/www/us/en/support/articles/000005867/technologies.html
C082,Printers,Which of the following virtualization technologies allows Linux and Windows operating system to run concurrently?,"A. Test environment
B. Sandbox
C. Legacy OS
D. Cross-platform",D,D. Cross-platform,Compatible Windows and Linux guests may run concurrently on hypervisor. A driver translates print jobs into a format the printer understands. PCL means Printer Command Language. Different operating systems may need different supported drivers or driverless printing support.,"3.7, 5.6",C082,https://support.hp.com/ca-en/document/c03265802
C083,Networking,Which of the following cables should be used to terminate ST connectors on each end?,"A. Optical fiber
B. Coaxial
C. Shielded twisted pai r
D. HDMI",A,A. Optical fiber,ST is a fiber-optic connector type. LC is common on compact optical transceivers. SC uses a larger push-pull connector. Connector shape alone does not tell you the fiber mode or supported distance; match the entire link.,3.2,C083,https://www.thefoa.org/tech/ref/testing/test/conntypes.html
C084,Networking,A technician is working on a desktop PC and wants to verify its NIC is functional. Which of the following should the technician use?,"A. Cable tester
B. Loopback Plug
C. Toner probe
D. Network tap",B,B. Loopback Plug,Supported hardware loopback tests transmit/receive path; does not prove whole LAN works. It can help isolate interface faults. It does not test the entire cable route or prove internet access. Use the correct plug and vendor-supported test for that interface.,2.8,C084,https://www.cisco.com/c/en/us/support/docs/routers/asr-1000-series-aggregation-services-routers/200633-Troubleshooting-interface-down-issues.pdf
C085,Networking,VoIP audio breaks up. Measurements show packet loss and highly variable arrival times. Which condition best describes that variable delay?,"A. Jitter
B. Normal DNS caching
C. A screen-resolution mismatch
D. A larger subnet mask",A,A. Jitter,Jitter is variation in packet delay. Loss and jitter can break up audio; steady latency mainly adds conversation delay.,5.5,C085,https://www.cisco.com/c/en/us/support/docs/availability/high-availability/24121-saa.html
C086,Computer hardware,A technician is attempting to fix a computer that does not turn on when the power button is pressed Which of the following should the technician perform NEXT to troubleshoot the issue?,"A. Verify the output voltages from the power supply unit.
B. Open the computer cabinet and replace the power button.
C. Remove and reconnect all cables that are plugged into the mot herboard
D. Reseat the power cable and confirm the outlet is providing en ergy.",D,D. Reseat the power cable and confirm the outlet is providing en ergy.,Verify external power path before internal replacement. PSU means Power Supply Unit. Verify simple external causes before opening the chassis. A dark system can have several causes; it is not automatic proof of a failed motherboard.,5.1,C086,https://www.dell.com/support/kbdoc/en-us/000125609/resolve-no-power-no-post-no-boot-or-no-video-issues-with-your-dell-computer
C087,Cloud and virtualization,A provider hosts and maintains a complete business application. Customers use it online and configure their own accounts without managing its operating system. Which service model is this?,"A. Hybrid cloud
B. Public cloud
C. IaaS
D. SaaS
E. PaaS",D,D. SaaS,Software as a Service (SaaS) supplies a complete application. The provider manages its infrastructure and application platform; customers manage their use and permitted settings.,4.2,C087,https://azure.microsoft.com/en-us/resources/cloud-computing-dictionary/what-are-iaas-paas-and-saas
C088,Computer hardware,A new high-power GPU causes shutdowns under load. Its connectors are seated and temperatures are normal. Which listed specification should be compared with the total system demand next?,"A. Confirm the power supply is grounded.
B. Check the power supply wattage rating.
C. Check whether the power supply is redundant.
D. Confirm the power cables are well connected.",B,B. Check the power supply wattage rating.,Check the PSU's available rated output and required headroom. The new GPU may exceed the previous power budget.,3.6,C088,https://www.corsair.com/ww/en/p/psu/cp-9020170-na/vs-series-vs450-450-watt-80-plus-white-certified-psu-cp-9020170-na; https://help.corsair.com/hc/en-us/articles/14641912717453-PSU-Efficiency-Ratings-Explained
C089,Displays and peripherals,A user is requesting a headset that can be physically connected to a laptop for online conference calls. Which of the following connections should the headset use?,"A. Bluetooth
B. DVI
C. Thunderbolt
D. USB",D,D. USB,"Compatible USB headset carries input/output audio. HDMI means High-Definition Multimedia Interface and can carry audio and video. The OS may still send sound to another output. A supported USB audio device is another sound interface, not a video-cable repair.","3.2, 5.3",C089,https://www.hdmi.org/spec/hdmi1_4b; https://support.microsoft.com/en-us/windows/fix-sound-or-audio-problems-in-windows-73025246-b61c-40fb-671a-2535c7cd56c8
C091,Networking,Which of the following cables should be used when connecting a cable modem to a SOHO router?,"A. FireWire
B. Fiber
C. Ethernet
D. Coaxial",C,C. Ethernet,"Typical cable-modem-to-router connection is Ethernet. A home gateway may combine a router, modem, switch and access point in one box. Combined hardware does not make those functions identical.",2.5,C091,https://www.cisco.com/c/en/us/solutions/small-business/resource-center/networking/networking-basics.html
C092,Computer hardware,Which technology supplies a supported guest VM with TPM-style cryptographic key protection?,"A. Containerization
B. Network isolation
C. Resource reservation
D. vTPM",D,D. vTPM,"A virtual TPM supplies that function. Network isolation is also useful hardening, but does not itself provide TPM key operations.","3.5, 4.1",C092,https://learn.microsoft.com/en-us/windows/security/hardware-security/tpm/trusted-platform-module-overview; https://learn.microsoft.com/en-us/windows/security/operating-system-security/data-protection/bitlocker/recovery-overview
C093,Computer hardware,A slow workstation has loud fans and intermittent shutdowns. Monitoring confirms excessive CPU temperatures and thermal throttling. Which cause fits?,"A. The system is infected with malware.
B. The CPU is overheating.
C. The hard drive is failing.
D. The power supply is insufficient.",B,B. The CPU is overheating.,The temperature evidence supports CPU overheating. These symptoms without measurements would not exclude other causes.,"3.5, 5.1",C093,https://www.dell.com/support/kbdoc/en-us/000130867/how-to-troubleshoot-a-overheating-shutdown-or-thermal-issue-on-a-dell-pc; https://www.intel.com/content/www/us/en/gaming/resources/how-to-apply-thermal-paste.html
C094,Networking,A technician is mitigating threats to web clusters. Which of the following tools is the most appropriate for a technician to use to mitigate unwanted traffic against the web clusters' public-facing interface?,"A. Device encryption
B. Intrusion detection system
C. Antivirus/anti-malware
D. Physical firewall",D,D. Physical firewall,"Firewall can filter unwanted traffic; form factor need not be physical. Rules decide which traffic may pass. If one service fails, inspect the relevant rule and logs. Disabling the whole firewall is not a permanent repair and can hide the actual misconfiguration.","2.5, 5.5",C094,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-41r1.pdf
C095,Cloud and virtualization,Which of the following explains how using a cloud infrastructure can provide rapid elasticity?,"A. Shared resources can reduce overhead.
B. Customers can limit the use of a resource
C. High availability of services can be provided
D. Systems can be provisioned according to demand.",D,D. Systems can be provisioned according to demand.,"Resource capacity adjusts to demand. Multi-tenancy means multiple customers use shared underlying infrastructure with logical separation. Keeping unnecessary capacity permanently allocated is overprovisioning, not the definition of elasticity.",4.2,C095,https://nvlpubs.nist.gov/nistpubs/Legacy/SP/nistspecialpublication800-145.pdf
